,Start,End,Protein_ID,Gene,Product,Strand
117,60812,61712,,,['structural protein'],1
118,61731,62601,,,['hypothetical protein'],1
119,62593,63217,,,['hypothetical protein'],1
120,63220,64066,,,['structural protein'],1
121,64065,64299,,,['hypothetical protein'],1
122,64302,66012,,,['structural protein'],1
123,66072,66495,,,['tail tube protein'],1
124,66584,66731,,,['hypothetical protein'],1
125,66867,67341,,,['tail tape measure protein'],1
126,67408,67984,,,['tail assembly chaperone'],1
127,68028,71685,,,['putative tail lysin'],1
128,71723,74909,,,['putative tail lysin'],1
129,74994,80472,,,['putative tail fiber'],1
130,80571,82983,,,['putative minor structural protein'],1
131,82976,83702,,,['hypothetical protein'],1
132,83733,83880,,,['hypothetical protein'],1
133,84016,84706,,,['hypothetical protein'],1
134,84709,85246,,,['structural protein'],1
135,85232,85937,,,['putative baseplate'],1
136,85952,87005,,,['putative baseplate protein'],1
137,87022,89434,,,['hypothetical protein'],1
138,89539,90085,,,['structural protein'],1
139,90099,93564,,,['DUF4815 domain containing protein'],1
140,93642,93849,,,['hypothetical protein'],1
141,94103,95876,,,['putative helicase'],1
142,95903,97532,,,['putative transcriptional regulator'],1
143,97564,99037,,,['helicase DnaB-like'],1
144,99036,100092,,,['recombination exonuclease'],1
145,100207,102100,,,['putative recombination or repair nuclease'],1
146,102108,102774,,,['hypothetical protein'],1
147,102774,103833,,,['DNA primase'],1
148,103849,104482,,,['hypothetical protein'],1
149,104510,105395,,,"[""deoxyuridine 5'-triphosphate nucleotidohydrolase""]",1
150,105397,105628,,,['hypothetical protein'],1
151,105629,105938,,,['hypothetical protein'],1
152,105924,106236,,,['hypothetical protein'],1
153,106228,106600,,,['hypothetical protein'],1
154,106619,107288,,,['putative resolvase'],1
155,107289,107589,,,['hypothetical protein'],1
156,107594,108074,,,['DUF3310 domain-containing protein'],1
157,108166,108961,,,['hypothetical protein'],1
158,108953,109265,,,['integration host factor'],1
159,109355,111758,,,['DNA polymerase I'],1
160,111893,112556,,,['HTH homing endonuclease'],1
161,112929,113409,,,['DNA polymerase I'],1
162,113511,114054,,,['hypothetical protein'],1
163,114109,115387,,,['hypothetical protein'],1
164,115471,116719,,,['putative recombinase A'],1
165,116772,117159,,,['hypothetical protein'],1
166,117151,117766,,,['putative sigma factor'],1
167,117826,118102,,,['putative holin'],1
168,118149,119112,,,['structural protein'],1
169,119132,119576,,,['structural protein'],1
170,119680,119977,,,['hypothetical protein'],1
171,120029,120935,,,['hypothetical protein'],1
172,120988,122272,,,['hypothetical protein'],1
173,122283,122658,,,['hypothetical membrane protein'],1
174,122696,123317,,,['hypothetical protein'],1
175,123316,124057,,,['hypothetical protein'],1
176,124046,124553,,,['hypothetical protein'],1
177,124566,124917,,,['hypothetical protein'],1
178,124941,125799,,,['hypothetical protein'],1
179,125903,126749,,,['hypothetical protein'],1
180,126741,128370,,,['PcfJ-like protein'],1
181,128688,129378,,,['hypothetical protein'],1
182,129388,129856,,,['structural protein'],1
183,129955,132229,,,['hypothetical protein'],1
184,132288,132513,,,['hypothetical membrane protein'],1
185,132514,133021,,,['hypothetical membrane protein'],1
186,133093,133198,,,['hypothetical protein'],1
187,133199,133370,,,['hypothetical protein'],1
188,133359,133632,,,['hypothetical protein'],1
189,133739,133991,,,['putative transcriptional regulator'],1
190,134003,134291,,,['hypothetical protein'],1
191,134293,135082,,,['hypothetical protein'],1
192,135164,136238,,,['hypothetical protein'],1
193,136362,136665,,,['hypothetical protein'],1
194,136666,136969,,,['hypothetical protein'],1
195,136971,137265,,,['hypothetical membrane protein'],1
196,137261,137441,,,['hypothetical protein'],1
197,137453,137807,,,['hypothetical protein'],1
198,137833,138211,,,['hypothetical membrane protein'],1
199,138203,138434,,,['hypothetical membrane protein'],1
200,138437,138812,,,['hypothetical protein'],1
201,138808,139051,,,['hypothetical protein'],1
202,139068,139257,,,['hypothetical protein'],1
203,139253,139853,,,['hypothetical protein'],1
204,139894,140737,,,['hypothetical protein'],1
205,140749,141379,,,['hypothetical protein'],1
206,141456,141699,,,['hypothetical protein'],1
207,141713,141857,,,['hypothetical protein'],1
208,141869,142064,,,['hypothetical protein'],1
209,142079,142721,,,['hypothetical protein'],1
210,142732,143176,,,['hypothetical protein'],1
211,143327,143759,,,['hypothetical protein'],1
