,Start,End,Protein_ID,Gene,Product,Strand
63,88910,90560,['WP_011964607.1'],,['O-antigen ligase family protein'],-1
64,90562,92074,['WP_011964608.1'],,['transglutaminase domain-containing protein'],-1
65,92075,92978,['WP_011964609.1'],['lepB'],['signal peptidase I'],-1
66,92986,94891,['WP_032946443.1'],,['hypothetical protein'],-1
67,95170,96265,['WP_011964611.1'],,['6-bladed beta-propeller'],-1
68,96353,96602,['WP_008670225.1'],,['NVEALA domain-containing protein'],-1
69,96843,97710,['WP_005842974.1'],,['DUF1573 domain-containing protein'],-1
70,97713,97935,['WP_005842976.1'],,['hypothetical protein'],-1
71,98188,99187,['WP_005851092.1'],,['response regulator transcription factor'],1
72,99950,101030,['WP_005842980.1'],,['hypothetical protein'],-1
73,101326,102115,['WP_008670229.1'],,['DUF108 domain-containing protein'],1
74,102097,102982,['WP_008670231.1'],,['dihydrofolate reductase'],-1
75,103088,103871,['WP_005842987.1'],,['TerB family tellurite resistance protein'],1
76,103945,105514,['WP_005842989.1'],,['peptide chain release factor 3'],-1
77,105520,106378,['WP_005851079.1'],['rfbD'],['dTDP-4-dehydrorhamnose reductase'],-1
78,106392,106935,['WP_032946433.1'],,['DUF4924 family protein'],-1
79,107006,107666,['WP_005842995.1'],,['LysE family translocator'],-1
80,107816,111521,['WP_011964614.1'],['purL'],['phosphoribosylformylglycinamidine synthase'],1
81,111598,115615,['WP_011964615.1'],,['response regulator'],1
82,115619,116168,['WP_005843001.1'],,['chromate transporter'],1
83,116164,116737,['WP_005843003.1'],,['chromate transporter'],1
84,117023,118523,['WP_011964616.1'],,['family 10 glycosylhydrolase'],-1
85,118604,121406,['WP_011964617.1'],['uvrA'],['excinuclease ABC subunit UvrA'],1
86,121651,122683,['WP_005843009.1'],,['endonuclease/exonuclease/phosphatase family protein'],1
87,122739,125046,['WP_011964618.1'],,['family 20 glycosylhydrolase'],1
88,125155,125647,['WP_005851070.1'],,['hypothetical protein'],-1
89,125665,125887,['WP_005851069.1'],,['hypothetical protein'],-1
90,125873,127304,['WP_005851068.1'],,['carbon starvation protein A'],-1
91,127382,129062,['WP_011964619.1'],,['family 10 glycosylhydrolase'],1
92,129410,130409,['WP_005843020.1'],,['virulence RhuM family protein'],-1
93,130411,131005,['WP_005843021.1'],,['hypothetical protein'],-1
94,132241,133411,['WP_005851064.1'],,['phosphoribosylformylglycinamidine cyclo-ligase'],1
95,133653,134769,['WP_005843023.1'],['prfA'],['peptide chain release factor 1'],1
96,134805,135624,['WP_005843024.1'],['pyrF'],"[""orotidine-5'-phosphate decarboxylase""]",1
97,135712,136948,['WP_011964621.1'],,['HD domain-containing protein'],1
98,137080,138121,['WP_005851060.1'],['lpxD'],['UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase'],1
99,138126,139512,['WP_005851058.1'],,['bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase'],1
100,139528,140296,['WP_005843031.1'],['lpxA'],['acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase'],1
101,140358,140922,['WP_005843033.1'],,['hypothetical protein'],1
102,140973,141876,['WP_005843035.1'],['miaA'],['tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA'],1
103,141884,143924,['WP_005843037.1'],,['alpha-L-fucosidase'],1
104,144101,144875,['WP_005843039.1'],,['hypothetical protein'],-1
105,145130,146915,['WP_080510677.1'],,['right-handed parallel beta-helix repeat-containing protein'],-1
106,147269,148820,['WP_005843044.1'],,['Gfo/Idh/MocA family oxidoreductase'],-1
107,149047,150859,['WP_005843046.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],-1
108,150876,154278,['WP_011964623.1'],,['TonB-dependent receptor'],-1
109,154406,155381,['WP_005843050.1'],,['FecR domain-containing protein'],-1
110,155509,156055,['WP_005843052.1'],,['RNA polymerase sigma-70 factor'],-1
111,156317,158426,['WP_005843054.1'],,['TlpA family protein disulfide reductase'],-1
112,158448,159639,['WP_005843056.1'],,['redoxin domain-containing protein'],-1
113,159669,161013,['WP_005843058.1'],,['tetratricopeptide repeat protein'],-1
114,161023,162910,['WP_005843060.1'],,['M56 family metallopeptidase'],-1
115,162943,163306,['WP_007831675.1'],,['BlaI/MecI/CopY family transcriptional regulator'],-1
116,163516,164740,['WP_005843064.1'],,['glycoside hydrolase family 88 protein'],-1
117,164757,166407,['WP_005843066.1'],,['glycosyl hydrolase 43 family protein'],-1
118,166560,168498,['WP_005843068.1'],,['glycoside hydrolase family 97 protein'],-1
119,168639,171276,['WP_011964625.1'],,['hypothetical protein'],-1
120,171282,172368,['WP_005843072.1'],,['serine hydrolase'],-1
121,172445,174368,['WP_005843074.1'],,['glycoside hydrolase family 127 protein'],-1
122,174494,175880,['WP_005843076.1'],,['glycoside hydrolase'],-1
123,175975,177588,,,['glycoside hydrolase family protein'],-1
124,177752,178685,['WP_005843082.1'],,['PD-(D/E)XK nuclease family transposase'],-1
125,178875,180312,['WP_005843085.1'],,['hypothetical protein'],-1
126,180511,182539,['WP_005843087.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],-1
127,182561,185888,['WP_005843090.1'],,['TonB-dependent receptor'],-1
128,185931,186447,['WP_005843092.1'],,['sigma-70 family RNA polymerase sigma factor'],-1
129,186647,189461,['WP_011964627.1'],,['helix-turn-helix domain-containing protein'],-1
130,189619,192358,['WP_005843098.1'],,['heparinase II/III family protein'],-1
131,192447,194049,['WP_005843099.1'],,['hypothetical protein'],-1
132,194184,196551,['WP_005843100.1'],,['glycoside hydrolase family 3 C-terminal domain-containing protein'],1
133,196704,200130,['WP_005843101.1'],,['GH92 family glycosyl hydrolase'],-1
134,200126,202061,['WP_011964629.1'],,['glycoside hydrolase family 97 protein'],-1
135,202212,204039,['WP_011964630.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],-1
136,204049,207127,['WP_005843104.1'],,['TonB-dependent receptor'],-1
137,207252,207798,['WP_005843106.1'],,['RNA polymerase sigma-70 factor'],-1
138,207822,209049,['WP_011964631.1'],,['glycoside hydrolase family 88 protein'],-1
139,209284,212107,['WP_011964632.1'],,['helix-turn-helix domain-containing protein'],-1
140,212675,213062,['WP_005841901.1'],,['hypothetical protein'],1
141,213145,215044,['WP_011964633.1'],,['YjgP/YjgQ family permease'],1
142,215046,216261,['WP_005841905.1'],,"['bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II']",1
143,216386,217580,['WP_005853495.1'],,['pyridoxal phosphate-dependent aminotransferase'],1
144,217757,217925,['WP_005841910.1'],,['4Fe-4S binding protein'],-1
145,218042,221021,['WP_011964634.1'],,['serine hydrolase'],-1
146,221066,221909,['WP_005841915.1'],,['metallophosphoesterase'],-1
147,221920,222700,['WP_005853502.1'],,"[""5'-nucleotidase C-terminal domain-containing protein""]",-1
148,222897,223251,['WP_005841919.1'],['rplS'],['50S ribosomal protein L19'],1
149,223405,223624,['WP_032938433.1'],,['hypothetical protein'],1
150,223705,227986,['WP_011964635.1'],,['response regulator'],-1
151,228066,228381,['WP_005853508.1'],['rhaM'],['L-rhamnose mutarotase'],-1
152,228418,229834,['WP_011964636.1'],,['glycoside hydrolase family 88 protein'],-1
153,229846,231754,['WP_011964637.1'],,['rhamnogalacturonan lyase'],-1
154,231750,233139,['WP_011964638.1'],,['glycoside hydrolase family 28 protein'],-1
155,233202,235554,['WP_011964639.1'],,['glycosyl hydrolase 115 family protein'],-1
156,235805,235913,,,['RNA polymerase sigma-70 factor'],1
157,236624,237777,,,['ISAs1 family transposase'],-1
158,238855,240406,,,['ATP-binding protein'],1
159,240543,243843,['WP_032953563.1'],,['hypothetical protein'],-1
160,243864,245508,['WP_005845717.1'],,['rhamnogalacturonan acetylesterase'],-1
161,245655,247482,['WP_049764422.1'],,['rhamnogalacturonan lyase'],-1
162,247606,250612,['WP_011964646.1'],,['DUF4982 domain-containing protein'],-1
163,250817,253673,['WP_011964647.1'],,['hypothetical protein'],-1
164,253686,255081,['WP_011964648.1'],,['arylsulfatase'],-1
165,255094,256420,['WP_005853530.1'],,['PD40 domain-containing protein'],-1
166,256635,258945,['WP_011964649.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],-1
167,258976,262270,['WP_011964650.1'],,['TonB-dependent receptor'],-1
168,262637,263819,['WP_005841224.1'],,['phage integrase SAM-like domain-containing protein'],-1
169,264107,265700,,,['SusC/RagA family TonB-linked outer membrane protein'],1
170,265721,266627,['WP_016270147.1'],,['IS982 family transposase'],-1
171,266735,268298,,,['SusC/RagA family TonB-linked outer membrane protein'],1
172,268329,270468,['WP_011964653.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],1
173,270557,270875,['WP_011964654.1'],,['hypothetical protein'],1
174,271118,272900,['WP_005841404.1'],,['family 78 glycoside hydrolase catalytic domain'],1
175,272942,274226,['WP_005841402.1'],,['alpha/beta hydrolase'],1
176,274241,276095,['WP_049764062.1'],,['silent information regulator protein Sir2'],1
177,276208,279496,['WP_005843665.1'],,['glycoside hydrolase'],1
178,279639,280770,['WP_011964656.1'],,['glycoside hydrolase family 88 protein'],1
179,280888,283003,['WP_041174386.1'],,['beta-galactosidase'],-1
180,282981,285336,['WP_011964658.1'],,['family 43 glycosylhydrolase'],-1
181,285547,288415,['WP_011964659.1'],,['beta-glucuronidase'],1
182,288433,289708,['WP_005843654.1'],,['rhamnogalacturonan acetylesterase'],1
183,289725,291210,['WP_011964660.1'],,['right-handed parallel beta-helix repeat-containing protein'],1
184,291187,291886,['WP_011964661.1'],,['DUF4450 domain-containing protein'],1
185,291882,292686,['WP_005843648.1'],,['hypothetical protein'],1
186,292701,294126,['WP_011964662.1'],,['glycoside hydrolase family 28 protein'],1
187,294142,296905,['WP_011964663.1'],,['glycosyl hydrolase family 2'],1
188,297258,297381,['WP_074783665.1'],,['left-handed beta-roll domain-containing protein'],-1
189,297855,298842,['WP_008670369.1'],,['isoaspartyl peptidase/L-asparaginase'],-1
190,299549,299939,['WP_005843638.1'],,['L-rhamnose mutarotase'],-1
191,299938,300910,['WP_005843636.1'],,['ROK family protein'],-1
192,301062,301782,['WP_005843634.1'],,['ABC transporter ATP-binding protein'],1
193,301791,303048,['WP_005853707.1'],,['ABC transporter permease'],1
194,303052,304294,['WP_005853705.1'],,['ABC transporter permease'],1
195,304367,305462,['WP_005843627.1'],,['efflux RND transporter periplasmic adaptor subunit'],1
196,305474,306791,['WP_005843625.1'],,['TolC family protein'],1
197,306974,308333,['WP_008667781.1'],,['transposase'],1
198,308638,309592,['WP_005843622.1'],,['hypothetical protein'],-1
199,309715,310549,['WP_011964665.1'],,['GntR family transcriptional regulator'],-1
200,310625,312020,['WP_005843618.1'],,['iron-containing alcohol dehydrogenase'],1
201,312102,313056,['WP_005843617.1'],,['FimB/Mfa2 family fimbrial subunit'],1
202,313067,313727,['WP_005843614.1'],,['ABC transporter ATP-binding protein'],-1
203,313729,314452,['WP_005843612.1'],,['tRNA threonylcarbamoyladenosine dehydratase'],-1
204,314438,316586,['WP_011964666.1'],,['cation:proton antiporter'],-1
205,316751,317762,['WP_005853694.1'],,['aspartate-semialdehyde dehydrogenase'],1
206,318244,318886,['WP_008670377.1'],,['FKBP-type peptidyl-prolyl cis-trans isomerase'],-1
207,318896,320438,['WP_005843603.1'],,['glycine--tRNA ligase'],-1
208,320589,323283,['WP_005843601.1'],,['DNA gyrase/topoisomerase IV subunit A'],1
209,323286,324132,['WP_005853691.1'],,['DUF3316 domain-containing protein'],1
210,324140,325169,['WP_005843596.1'],,['S41 family peptidase'],1
211,325419,327873,['WP_005843594.1'],,['DUF5110 domain-containing protein'],-1
212,328047,329919,['WP_005843592.1'],,['glycoside hydrolase family 97 protein'],-1
213,330002,330386,['WP_005843590.1'],,['L-rhamnose mutarotase'],-1
214,330408,332097,['WP_005843588.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],-1
215,332122,335194,['WP_005853680.1'],,['TonB-dependent receptor'],-1
216,335284,336931,['WP_005843582.1'],,['alpha-L-fucosidase'],-1
217,337172,338033,['WP_005843580.1'],,['helix-turn-helix transcriptional regulator'],1
218,338150,339083,['WP_005843578.1'],,['aldo/keto reductase'],1
219,339100,340024,['WP_005843576.1'],['lgaB'],"['L-galacto-1,5-lactonase LgaB']",1
220,340050,341310,['WP_005843574.1'],['fucP'],['L-fucose:H+ symporter permease'],1
221,341332,342352,['WP_005843572.1'],,['zinc-binding alcohol dehydrogenase family protein'],1
222,342424,343069,['WP_005843570.1'],,['NAAT family transporter'],-1
223,349895,350192,['WP_005845540.1'],,['hypothetical protein'],1
224,350224,350962,,,['acyltransferase'],1
225,351018,352506,['WP_011964670.1'],,['MBOAT family protein'],-1
226,352477,353440,['WP_032939080.1'],,['SGNH/GDSL hydrolase family protein'],-1
227,353426,354794,['WP_011964672.1'],,['SGNH/GDSL hydrolase family protein'],-1
228,354930,355224,['WP_005845549.1'],,['hypothetical protein'],-1
229,355296,358467,['WP_005845553.1'],,['efflux RND transporter permease subunit'],-1
230,358548,359571,['WP_005845555.1'],,['efflux RND transporter periplasmic adaptor subunit'],-1
231,359594,360920,['WP_005845557.1'],,['TolC family protein'],-1
232,360956,361610,['WP_008782083.1'],,['TetR/AcrR family transcriptional regulator'],-1
233,361639,362407,['WP_005853095.1'],['lpxA'],['acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase'],-1
234,362430,363816,['WP_008667826.1'],,['efflux transporter outer membrane subunit'],-1
235,363827,367046,['WP_011964673.1'],,['efflux RND transporter permease subunit'],-1
236,367099,368311,['WP_005845567.1'],,['efflux RND transporter periplasmic adaptor subunit'],-1
237,368762,371048,['WP_011964674.1'],,['NADP-dependent malic enzyme'],1
238,371523,372858,['WP_005845574.1'],,['NADP-specific glutamate dehydrogenase'],1
239,373013,374162,['WP_005845576.1'],,['PCMD domain-containing protein'],1
240,374170,374947,['WP_005845578.1'],,['PorT family protein'],1
241,375803,377009,['WP_011964675.1'],,['DUF4925 domain-containing protein'],-1
242,377118,380076,['WP_011964676.1'],,['phosphoenolpyruvate synthase'],-1
243,380310,381648,['WP_005845584.1'],['gdhA'],['NADP-specific glutamate dehydrogenase'],1
244,381809,382205,['WP_011964677.1'],,['hypothetical protein'],1
245,382194,383496,['WP_005845587.1'],,['DUF3440 domain-containing protein'],1
246,383492,384005,['WP_005845588.1'],,['ParB-like nuclease domain-containing protein'],1
247,384032,385793,,,['hypothetical protein'],1
248,385874,386816,['WP_005845592.1'],['mdh'],['malate dehydrogenase'],-1
249,386972,387845,['WP_005845594.1'],,['hypothetical protein'],1
250,388060,389525,,,['TolC family protein'],1
251,389551,390538,['WP_011964679.1'],,['efflux RND transporter periplasmic adaptor subunit'],1
252,390544,391720,['WP_011964680.1'],,['ABC transporter permease'],1
253,391734,392985,['WP_005853065.1'],,['ABC transporter permease'],1
254,393023,393449,['WP_171030623.1'],,['copper resistance protein NlpE N-terminal domain-containing protein'],1
255,393634,394000,['WP_005845609.1'],,['BlaI/MecI/CopY family transcriptional regulator'],1
256,394022,395873,['WP_008667799.1'],,['TonB family protein'],1
257,395940,397041,['WP_011964682.1'],,['Mrp/NBP35 family ATP-binding protein'],-1
258,397051,397810,['WP_005845616.1'],['trmB'],['tRNA (guanosine(46)-N7)-methyltransferase TrmB'],-1
259,397932,398559,['WP_005845619.1'],,['DUF975 family protein'],-1
260,398576,399596,['WP_005845621.1'],,['branched-chain amino acid aminotransferase'],-1
261,399776,399980,['WP_005845622.1'],['xseB'],['exodeoxyribonuclease VII small subunit'],-1
262,399988,401296,['WP_005845625.1'],,['exodeoxyribonuclease VII large subunit'],-1
263,401295,402669,['WP_005853060.1'],,['S8 family serine peptidase'],-1
264,402790,404161,['WP_005845631.1'],,['MATE family efflux transporter'],1
265,404214,404844,['WP_005845633.1'],,['cytidylate kinase-like family protein'],1
266,405073,406930,['WP_005853058.1'],,['hypothetical protein'],1
267,407088,407493,['WP_011964684.1'],,['DUF3244 domain-containing protein'],1
268,407636,408563,['WP_011964685.1'],,['hypothetical protein'],1
269,408683,409271,['WP_005845641.1'],,['peptidase C39'],1
270,409288,411596,,,['outer membrane beta-barrel protein'],-1
271,411625,413935,['WP_011964687.1'],,['outer membrane beta-barrel protein'],-1
272,413970,414183,['WP_143707637.1'],,['hypothetical protein'],-1
273,414460,416776,['WP_011964689.1'],,['outer membrane beta-barrel protein'],-1
274,416787,418149,['WP_008674170.1'],,['radical SAM protein'],-1
275,418261,418453,['WP_007846940.1'],,['hypothetical protein'],-1
276,418564,418762,['WP_007846934.1'],,['hypothetical protein'],-1
277,418808,419192,['WP_007843438.1'],,['hypothetical protein'],-1
278,419272,419656,['WP_011964690.1'],,['radical SAM protein'],-1
279,419753,420230,['WP_011964691.1'],,['hypothetical protein'],-1
280,420279,422176,,,['tetratricopeptide repeat protein'],1
281,422339,422753,['WP_011964694.1'],,['DUF3244 domain-containing protein'],1
282,422788,423028,['WP_041174387.1'],,['hypothetical protein'],1
283,423060,423975,['WP_011964695.1'],,['hypothetical protein'],1
284,423971,426173,['WP_011964696.1'],,['peptidase domain-containing ABC transporter'],1
285,426221,427367,['WP_005853027.1'],,['HlyD family efflux transporter periplasmic adaptor subunit'],1
286,427416,427620,['WP_041174388.1'],,['hypothetical protein'],1
287,427597,429109,['WP_080510680.1'],,['radical SAM protein'],1
288,429101,429647,['WP_011964697.1'],,['hypothetical protein'],1
289,429648,430272,['WP_074783508.1'],,['outer membrane beta-barrel protein'],-1
290,430658,430820,['WP_171030611.1'],,['hypothetical protein'],-1
291,431049,433104,['WP_005845667.1'],,['RNA degradosome polyphosphate kinase'],-1
292,433161,433659,['WP_005845668.1'],,['metallophosphoesterase family protein'],1
293,433707,434847,['WP_005845671.1'],['rfbB'],"['dTDP-glucose 4,6-dehydratase']",1
294,435316,438409,['WP_011964700.1'],,['TonB-dependent receptor'],1
295,438421,440239,['WP_005845675.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],1
296,440425,443656,['WP_011964701.1'],,['DUF4981 domain-containing protein'],-1
297,443711,445781,['WP_005845679.1'],,['glycoside hydrolase'],-1
298,445812,447348,['WP_011964702.1'],,['RagB/SusD family nutrient uptake outer membrane protein'],-1
299,447368,450785,['WP_011964703.1'],,['TonB-dependent receptor'],-1
300,450929,451916,['WP_005845685.1'],,['FecR family protein'],-1
301,452044,452626,['WP_005852999.1'],,['RNA polymerase sigma-70 factor'],-1
302,452665,454300,['WP_005845690.1'],,['ABC-F family ATP-binding cassette domain-containing protein'],-1
303,454415,456086,['WP_005845692.1'],,['putative transporter'],-1
304,456371,458282,['WP_005845694.1'],['mutA'],['methylmalonyl-CoA mutase small subunit'],1
305,458291,460442,['WP_005845696.1'],['scpA'],['methylmalonyl-CoA mutase'],1
306,460764,462256,,,['RagB/SusD family nutrient uptake outer membrane protein'],-1
307,462269,464267,,,['SusC/RagA family TonB-linked outer membrane protein'],-1
308,464488,464851,['WP_011964706.1'],,['DUF1232 domain-containing protein'],-1
309,464995,467320,['WP_011964707.1'],,['TonB-dependent receptor'],-1
310,467475,468972,['WP_005845177.1'],,['HAMP domain-containing histidine kinase'],1
311,469090,470284,['WP_005845174.1'],,['mechanosensitive ion channel'],-1
312,470400,473517,['WP_005845172.1'],,['multidrug efflux RND transporter permease subunit'],-1
313,473521,474652,['WP_005852982.1'],,['efflux RND transporter periplasmic adaptor subunit'],-1
314,474706,476104,['WP_011964708.1'],,['TolC family protein'],-1
315,476235,476778,['WP_005845164.1'],,['hypothetical protein'],-1
316,476931,477753,['WP_005845162.1'],['lepB'],['signal peptidase I'],-1
317,477749,478328,,,['hypothetical protein'],-1
318,478324,479389,['WP_005840631.1'],,['hypothetical protein'],-1
319,479467,479728,['WP_008670741.1'],,['hypothetical protein'],-1
320,480094,480988,['WP_005840635.1'],,['electron transfer flavoprotein subunit beta/FixA family protein'],1
321,480993,482013,['WP_005840637.1'],,['electron transfer flavoprotein subunit alpha/FixB family protein'],1
322,482048,482429,['WP_005840639.1'],,['four helix bundle protein'],1
323,482470,484177,['WP_005840641.1'],,['acyl-CoA dehydrogenase family protein'],1
324,484635,485244,['WP_005840643.1'],,['histidine decarboxylase'],1
325,485323,485734,['WP_005840645.1'],,['PaaI family thioesterase'],-1
326,485761,486850,['WP_011964711.1'],,['DUF2027 domain-containing protein'],-1
327,486914,488132,['WP_005852968.1'],,['S-adenosylmethionine:tRNA ribosyltransferase-isomerase'],1
328,488657,490655,['WP_005840651.1'],,['urocanate hydratase'],1
329,490737,491640,['WP_011964712.1'],['ftcD'],['glutamate formimidoyltransferase'],1
330,491657,492044,['WP_005852962.1'],,['GxxExxY protein'],1
331,492090,493335,['WP_011964713.1'],,['imidazolonepropionase'],1
332,493355,493979,['WP_005840658.1'],,['cyclodeaminase/cyclohydrolase family protein'],1
333,494013,495510,['WP_005852958.1'],['hutH'],['histidine ammonia-lyase'],1
334,495628,496129,['WP_011964714.1'],,['NUDIX domain-containing protein'],1
335,496823,498239,['WP_011964715.1'],,['Gfo/Idh/MocA family oxidoreductase'],1
336,498362,498902,['WP_005842314.1'],,['carbonic anhydrase'],-1
337,499092,499677,['WP_005842319.1'],,['Crp/Fnr family transcriptional regulator'],-1
338,499712,501065,['WP_008782062.1'],,['MATE family efflux transporter'],-1
339,501538,503176,['WP_005842327.1'],['groL'],['chaperonin GroEL'],-1
340,503217,503490,['WP_005842331.1'],,['co-chaperone GroES'],-1
341,503870,505337,['WP_022508245.1'],,['4Fe-4S dicluster domain-containing protein'],1
342,505345,506380,['WP_005842336.1'],['hydE'],['[FeFe] hydrogenase H-cluster radical SAM maturase HydE'],1
343,506392,507811,['WP_005842339.1'],['hydG'],['[FeFe] hydrogenase H-cluster radical SAM maturase HydG'],1
344,507874,509065,['WP_011964717.1'],['hydF'],['[FeFe] hydrogenase H-cluster maturation GTPase HydF'],1
345,509644,511009,['WP_005842343.1'],,['histidine--tRNA ligase'],-1
346,511167,511467,,,['substrate-binding domain-containing protein'],-1
347,511503,512508,['WP_011964719.1'],,['transposase'],-1
348,512518,512869,['WP_005645980.1'],,['transposase family protein'],-1
349,512930,513488,,,['substrate-binding domain-containing protein'],-1
350,513495,514512,['WP_005842348.1'],,['membrane protein'],-1
351,514524,515949,['WP_005842349.1'],,['fucose isomerase'],-1
352,515982,517479,['WP_005842351.1'],['glpK'],['glycerol kinase GlpK'],-1
353,517504,518443,['WP_005842354.1'],,['transketolase'],-1
354,518432,519278,['WP_011964721.1'],,['transketolase'],-1
355,519621,520377,['WP_005842359.1'],,['DeoR/GlpR transcriptional regulator'],-1
356,520388,521003,['WP_005842361.1'],['ribB'],"['3,4-dihydroxy-2-butanone-4-phosphate synthase']",-1
357,521124,522729,['WP_011964722.1'],,['DUF5060 domain-containing protein'],-1
