,Start,End,Protein_ID,Gene,Product,Strand
33,34522,35263,['WP_099357168.1'],,['phage replisome organizer N-terminal domain-containing protein'],-1
34,35252,35446,,,['hypothetical protein'],-1
35,35619,37240,,,['relaxase/mobilization nuclease domain-containing protein'],-1
36,37211,37610,['WP_035394351.1'],['mobC'],['plasmid mobilization relaxosome protein MobC'],-1
37,38103,38304,['WP_005933720.1'],,['helix-turn-helix domain-containing protein'],-1
38,38296,38740,['WP_005933719.1'],,['sigma-70 family RNA polymerase sigma factor'],-1
39,38891,39059,['WP_005933716.1'],,['hypothetical protein'],-1
40,39080,39728,['WP_005933714.1'],,['ABC-2 transporter permease'],-1
41,39724,40585,['WP_005933713.1'],,['ABC transporter ATP-binding protein'],-1
42,40587,40965,['WP_035394499.1'],,['GntR family transcriptional regulator'],-1
43,41169,41310,['WP_035394346.1'],,['membrane protein'],-1
44,41357,43163,['WP_099357169.1'],,['type IV secretory system conjugative DNA transfer family protein'],-1
45,43159,43630,['WP_005933691.1'],,['PcfB family protein'],-1
46,43730,44645,['WP_005933689.1'],,['helix-turn-helix domain-containing protein'],-1
47,44732,44873,['WP_166444378.1'],,['hypothetical protein'],-1
48,44872,46246,['WP_035394343.1'],['rlmD'],['23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD'],-1
49,46274,47138,['WP_035394341.1'],,['AraC family transcriptional regulator'],-1
50,47362,48655,['WP_005933674.1'],,['galactokinase'],1
51,48824,50705,['WP_005933672.1'],,['recombinase family protein'],1
52,50731,51085,['WP_035394338.1'],,['TnpV protein'],1
53,51101,51401,['WP_005933668.1'],,['hypothetical protein'],1
54,51428,51797,['WP_005933665.1'],,['helix-turn-helix transcriptional regulator'],-1
55,51941,52130,['WP_005933662.1'],,['helix-turn-helix domain-containing protein'],1
56,52122,52815,['WP_007037412.1'],,['response regulator transcription factor'],1
57,52820,53738,['WP_002596319.1'],,['HAMP domain-containing histidine kinase'],1
58,53873,54800,['WP_002594743.1'],,['ABC transporter ATP-binding protein'],1
59,54792,55587,['WP_002596320.1'],,['ABC transporter permease'],1
60,55599,56415,['WP_002596321.1'],,['ABC transporter permease'],1
61,56420,56792,,,['hypothetical protein'],1
62,57005,58457,['WP_005933648.1'],,['ParB/RepB/Spo0J family partition protein'],1
63,58742,59084,['WP_014080816.1'],,['hypothetical protein'],1
64,59083,59797,['WP_005933645.1'],,['antirestriction protein ArdA'],1
65,59924,60320,['WP_005933643.1'],,['PcfB family protein'],1
66,60306,62160,['WP_005933642.1'],,['type IV secretory system conjugative DNA transfer family protein'],1
67,62260,62473,['WP_014080814.1'],,['Maff2 family protein'],1
68,62482,63349,['WP_005933636.1'],,['hypothetical protein'],1
69,63402,63951,['WP_005933634.1'],,['septation protein SpoVG family protein'],1
70,63940,64735,['WP_005933631.1'],,['site-specific DNA-methyltransferase'],1
71,64731,65331,['WP_005933628.1'],,['DNA methyltransferase'],1
72,65318,65714,['WP_005933624.1'],,['PrgI family protein'],1
73,65667,68031,['WP_014080813.1'],,['DUF87 domain-containing protein'],1
74,68011,69715,['WP_005933618.1'],,['C40 family peptidase'],1
75,69728,69983,['WP_005933616.1'],,['DUF4315 family protein'],1
76,69985,70725,,,['DUF4366 domain-containing protein'],1
77,70721,70898,['WP_005933612.1'],,['hypothetical protein'],1
78,70902,71271,['WP_005933611.1'],,['DUF2116 family Zn-ribbon domain-containing protein'],1
79,71433,72390,['WP_005933609.1'],,['hypothetical protein'],1
80,72403,73003,['WP_005933606.1'],,['hypothetical protein'],1
81,73013,73184,['WP_005933602.1'],,['DUF4316 domain-containing protein'],1
82,73180,73528,['WP_005933598.1'],,['plasmid mobilization relaxosome protein MobC'],1
83,73691,73979,['WP_014080812.1'],,['hypothetical protein'],1
84,74120,75467,['WP_044025051.1'],,['relaxase/mobilization nuclease domain-containing protein'],1
85,75670,76030,['WP_014080810.1'],,['helix-turn-helix transcriptional regulator'],-1
86,76180,76369,['WP_007884040.1'],,['helix-turn-helix domain-containing protein'],1
87,76361,77054,['WP_007884039.1'],,['response regulator transcription factor'],1
88,77059,77977,['WP_005933586.1'],,['HAMP domain-containing histidine kinase'],1
89,78111,79038,['WP_014080809.1'],,['ABC transporter ATP-binding protein'],1
90,79030,79816,['WP_014080808.1'],,['ABC transporter permease'],1
91,79817,80597,['WP_005933580.1'],,['ABC transporter permease'],1
92,80613,80982,['WP_005933575.1'],,['YxeA family protein'],1
93,81449,81872,['WP_099357170.1'],,['sigma-70 family RNA polymerase sigma factor'],1
94,82327,82594,['WP_007884026.1'],,['hypothetical protein'],1
95,82712,84395,['WP_005933562.1'],,['recombinase family protein'],1
96,84992,85406,['WP_035394329.1'],,['hypothetical protein'],1
97,85509,85962,['WP_005933558.1'],,['hypothetical protein'],1
98,85972,86434,['WP_035394327.1'],,['sigma-70 family RNA polymerase sigma factor'],1
99,86462,86753,['WP_005933556.1'],,['DUF3847 domain-containing protein'],1
100,86939,88385,['WP_007037415.1'],,['MobA/MobL family protein'],1
101,88492,88783,['WP_002596328.1'],,['type II toxin-antitoxin system YafQ family toxin'],-1
102,88779,89058,['WP_005924829.1'],,['type II toxin-antitoxin system RelB/DinJ family antitoxin'],-1
103,89184,89583,['WP_005933550.1'],,['cysteine-rich VLP domain-containing protein'],1
104,89696,90446,['WP_005933547.1'],,['phage replisome organizer N-terminal domain-containing protein'],1
105,90442,91306,['WP_005933545.1'],,['ATP-binding protein'],1
106,91349,91544,['WP_005933543.1'],,['transposon-encoded TnpW family protein'],1
107,91621,91987,['WP_014080225.1'],,['hypothetical protein'],1
108,92094,92409,['WP_050762801.1'],,['hypothetical protein'],-1
109,92448,92895,['WP_005933531.1'],,['hypothetical protein'],-1
110,93214,94693,['WP_035394323.1'],['malQ'],['4-alpha-glucanotransferase'],-1
111,94706,95549,['WP_005933526.1'],,['carbohydrate ABC transporter permease'],-1
112,95548,96400,['WP_005933523.1'],,['sugar ABC transporter permease'],-1
113,96496,97837,['WP_005933521.1'],,['ABC transporter substrate-binding protein'],-1
114,97897,98914,['WP_005933519.1'],,['LacI family DNA-binding transcriptional regulator'],-1
115,99382,99640,['WP_050762800.1'],,['30S ribosomal protein S18'],-1
116,99686,100166,['WP_005933513.1'],['ssb'],['single-stranded DNA-binding protein'],-1
117,100196,100481,['WP_005933510.1'],,['30S ribosomal protein S6'],-1
118,100807,102004,['WP_005933507.1'],,['cation:proton antiporter'],1
119,102265,103024,['WP_005933505.1'],,['RICIN domain-containing protein'],1
120,103138,104769,,,['CTP synthase'],-1
121,104867,105437,['WP_099357171.1'],,['ANTAR domain-containing protein'],-1
122,105512,106832,['WP_005934492.1'],,['glutamine synthetase'],-1
123,107034,109122,['WP_097771886.1'],,['glutamine synthetase III'],-1
124,109372,110602,['WP_005934487.1'],,['class I SAM-dependent rRNA methyltransferase'],-1
125,110863,111367,['WP_005934485.1'],,['CYTH domain-containing protein'],1
126,111456,112947,['WP_005934483.1'],,['DUF1846 domain-containing protein'],-1
127,113151,114132,['WP_099357172.1'],,['hypothetical protein'],-1
128,114132,114606,['WP_005934480.1'],,['sigma-70 family RNA polymerase sigma factor'],-1
129,114793,115480,['WP_181967265.1'],,['DUF1275 family protein'],-1
130,115693,116521,['WP_005934478.1'],,['RNA methyltransferase'],1
131,116607,117834,['WP_005934477.1'],,['6-phosphofructokinase'],-1
132,117927,119151,['WP_005934476.1'],,['6-phosphofructokinase'],-1
133,119525,120554,['WP_035394488.1'],,['lipase'],1
134,120632,122456,['WP_097771893.1'],['typA'],['translational GTPase TypA'],-1
135,122663,124271,['WP_005934470.1'],,['MBL fold metallo-hydrolase'],1
136,124411,124777,['WP_099357173.1'],,['hypothetical protein'],-1
137,124922,125564,['WP_005934466.1'],,['PrsW family intramembrane metalloprotease'],-1
138,125550,126171,['WP_005934464.1'],,['hypothetical protein'],-1
139,126160,126505,['WP_005934462.1'],,['hypothetical protein'],-1
140,126494,127040,['WP_005934461.1'],,['sigma-70 family RNA polymerase sigma factor'],-1
141,127226,128597,['WP_005934460.1'],,['sodium-dependent transporter'],1
142,128768,129494,['WP_035394482.1'],,['response regulator transcription factor'],1
143,129486,130776,['WP_099357174.1'],,['sensor histidine kinase'],1
144,131109,131199,,,['cupin domain-containing protein'],1
145,131255,131693,['WP_005934452.1'],,['aspartate carbamoyltransferase regulatory subunit'],-1
146,131694,132636,['WP_035394477.1'],['pyrB'],['aspartate carbamoyltransferase'],-1
147,132650,133406,['WP_005934447.1'],,['GntR family transcriptional regulator'],-1
148,133593,134136,['WP_005934446.1'],,['N-acetyltransferase'],1
149,134177,135551,['WP_035394475.1'],,['MATE family efflux transporter'],-1
150,135732,137748,['WP_035394473.1'],,['alpha-glucosidase'],-1
151,137988,138609,['WP_099357175.1'],,['sugar transferase'],1
152,138689,140024,['WP_099357176.1'],['aspS'],['aspartate--tRNA(Asn) ligase'],1
153,140040,141249,['WP_005934434.1'],,['GNAT family N-acetyltransferase'],1
154,141355,141994,['WP_005934433.1'],,"['lipolytic enzyme, G-D-S-L']",-1
155,142024,142954,['WP_005934432.1'],,['ROK family protein'],-1
156,142969,143674,['WP_005934431.1'],,['N-acetylmannosamine-6-phosphate 2-epimerase'],-1
157,143666,144128,['WP_005934430.1'],,['YhcH/YjgK/YiaL family protein'],-1
158,144199,145129,['WP_005934429.1'],,['dihydrodipicolinate synthase family protein'],-1
159,145420,146398,['WP_005934426.1'],,['carbohydrate ABC transporter permease'],-1
160,146412,147339,['WP_035394544.1'],,['sugar ABC transporter permease'],-1
161,147473,148826,['WP_035394469.1'],,['extracellular solute-binding protein'],-1
162,149332,150184,['WP_005934417.1'],,['MurR/RpiR family transcriptional regulator'],1
163,150234,151248,['WP_005934415.1'],,['hypothetical protein'],-1
164,151433,152930,['WP_005934414.1'],['spoIVA'],['stage IV sporulation protein A'],1
165,153100,153934,['WP_005934413.1'],,['sugar nucleotide-binding protein'],-1
166,153930,154722,['WP_097771915.1'],,['zf-HC2 domain-containing protein'],-1
167,154718,155209,,,['sigma-70 family RNA polymerase sigma factor'],-1
168,155353,155665,['WP_005934408.1'],,['AzlD domain-containing protein'],-1
169,155661,156369,['WP_099357333.1'],,['AzlC family ABC transporter permease'],-1
170,156550,158362,['WP_099357177.1'],,['ABC transporter ATP-binding protein'],-1
171,158363,160673,['WP_099357178.1'],,['ABC transporter ATP-binding protein'],-1
172,160665,161133,['WP_035394540.1'],,['MarR family transcriptional regulator'],-1
173,161318,161825,['WP_097771920.1'],,['DUF2812 domain-containing protein'],-1
174,161821,162139,['WP_005934395.1'],,['helix-turn-helix transcriptional regulator'],-1
175,162276,162609,['WP_005934393.1'],,['GlsB/YeaQ/YmgE family stress response membrane protein'],-1
176,162605,163307,['WP_005934391.1'],,['endonuclease III'],-1
177,163495,164770,['WP_005934388.1'],,['replication-associated recombination protein A'],1
178,164793,165180,['WP_005934387.1'],,['transcriptional repressor'],1
179,165280,166663,['WP_005934386.1'],['miaB'],['tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB'],1
180,166732,167140,['WP_005934385.1'],,['YlbF family regulator'],1
181,167260,169876,['WP_005934384.1'],['mutS'],['DNA mismatch repair protein MutS'],1
182,169915,172066,['WP_005934383.1'],['mutL'],['DNA mismatch repair endonuclease MutL'],1
183,172079,173000,['WP_005934381.1'],['miaA'],['tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA'],1
184,172996,174313,['WP_005934378.1'],,['hypothetical protein'],1
185,174420,174885,['WP_035394461.1'],,['cell division protein SepF'],1
186,174868,175690,['WP_005934373.1'],,['hypothetical protein'],1
187,175711,176509,['WP_099357179.1'],,['DivIVA domain-containing protein'],1
188,176548,179341,['WP_005934370.1'],['ileS'],['isoleucine--tRNA ligase'],1
189,179442,179928,['WP_097771174.1'],['lspA'],['signal peptidase II'],1
190,179931,180876,['WP_005934364.1'],,['RluA family pseudouridine synthase'],1
191,180872,181709,['WP_005934363.1'],,['HAD hydrolase family protein'],1
192,181780,182131,['WP_005934362.1'],,['helix-hairpin-helix domain-containing protein'],1
193,182179,184501,['WP_005934361.1'],['ppk1'],['polyphosphate kinase 1'],1
194,184598,185162,['WP_035394458.1'],,['M23 family metallopeptidase'],1
195,185161,185644,['WP_099357180.1'],,['peptidase'],1
196,185684,187547,['WP_005934358.1'],,['TIGR03960 family B12-binding radical SAM protein'],1
197,187521,188166,['WP_005934357.1'],,['TIGR03936 family radical SAM-associated protein'],1
198,188381,188723,['WP_035394456.1'],['rplS'],['50S ribosomal protein L19'],1
199,188815,189367,['WP_005934355.1'],['lepB'],['signal peptidase I'],1
200,189363,190284,['WP_005934353.1'],['ylqF'],['ribosome biogenesis GTPase YlqF'],1
201,190280,190925,['WP_005934351.1'],['rnhB'],['ribonuclease HII'],1
202,190924,191287,['WP_005934349.1'],,['YraN family protein'],1
203,191385,192846,['WP_099357181.1'],,['threonine synthase'],1
204,192883,193567,['WP_005934344.1'],,['metallophosphoesterase'],1
205,193790,195107,['WP_005934342.1'],,['trigger factor'],1
206,195260,195857,['WP_098922298.1'],['clpP'],['ATP-dependent Clp endopeptidase proteolytic subunit ClpP'],1
207,195916,197236,['WP_097771158.1'],['clpX'],['ATP-dependent Clp protease ATP-binding subunit ClpX'],1
208,197454,198738,['WP_005934338.1'],,['aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme'],1
209,198825,201171,['WP_005934336.1'],['secF'],['protein translocase subunit SecF'],1
210,201219,201687,['WP_005934334.1'],['nrdR'],['transcriptional repressor NrdR'],1
211,201785,202154,['WP_005934332.1'],,['DUF4363 family protein'],-1
212,202150,202804,['WP_099357334.1'],,['DUF421 domain-containing protein'],-1
213,202926,204381,['WP_005934328.1'],,['spore germination protein'],1
214,204383,205208,['WP_099357182.1'],,['hypothetical protein'],1
215,205204,206191,['WP_005934323.1'],,['hypothetical protein'],1
216,206187,207537,['WP_005934322.1'],,['two-component sensor histidine kinase'],-1
217,207533,208223,['WP_005934321.1'],,['response regulator transcription factor'],-1
218,208219,210022,['WP_005934320.1'],,['Na/Pi cotransporter family protein'],-1
219,210350,211286,['WP_005934318.1'],['hprK'],['HPr(Ser) kinase/phosphatase'],1
220,211313,212252,['WP_005934317.1'],['murB'],['UDP-N-acetylmuramate dehydrogenase'],1
221,212265,213129,['WP_097771954.1'],['rapZ'],['RNase adapter RapZ'],1
222,213165,214110,['WP_005934313.1'],['whiA'],['DNA-binding protein WhiA'],1
223,214106,217622,['WP_005934311.1'],,['DNA polymerase III subunit alpha'],1
224,217860,218835,['WP_097771144.1'],['pfkA'],['6-phosphofructokinase'],1
225,219123,220077,['WP_097771955.1'],,['2-dehydropantoate 2-reductase'],1
226,220203,222201,['WP_097771956.1'],['ligA'],['NAD-dependent DNA ligase LigA'],1
227,222327,223218,['WP_035394451.1'],['tadA'],['Flp pilus assembly complex ATPase component TadA'],1
228,223214,223673,['WP_005934294.1'],,['stage III sporulation protein AB'],1
229,223698,223893,['WP_005934292.1'],['spoIIIAC'],['stage III sporulation protein AC'],1
230,223889,224273,['WP_005934290.1'],,['stage III sporulation protein AD'],1
231,224269,225355,['WP_097771957.1'],,['stage III sporulation protein AE'],1
232,225354,225648,['WP_005934282.1'],,['hypothetical protein'],1
233,225644,226154,['WP_005934280.1'],,['hypothetical protein'],1
234,226184,226793,['WP_005934277.1'],,['SpoIIIAH-like family protein'],1
235,226890,228303,['WP_082210792.1'],['radA'],['DNA repair protein RadA'],1
236,228321,229509,['WP_005934271.1'],,['tyrosine-type recombinase/integrase'],1
237,229505,230015,['WP_005934269.1'],,['GNAT family N-acetyltransferase'],1
238,230294,231125,['WP_005934265.1'],,['N-acetylmuramoyl-L-alanine amidase'],-1
239,231211,233623,['WP_005934261.1'],,['endonuclease MutS2'],-1
240,233656,234403,['WP_035394449.1'],['recO'],['DNA repair protein RecO'],-1
241,234454,235375,['WP_005934257.1'],['era'],['GTPase Era'],-1
242,235426,235918,['WP_005934255.1'],['ybeY'],['rRNA maturation RNase YbeY'],-1
243,235970,236933,['WP_035394446.1'],,['PhoH family protein'],-1
244,237152,238040,['WP_005934249.1'],,['sugar phosphate isomerase/epimerase'],-1
245,238072,239083,['WP_005934245.1'],,['Gfo/Idh/MocA family oxidoreductase'],-1
246,239139,240366,['WP_005934242.1'],,['Gfo/Idh/MocA family oxidoreductase'],-1
247,240393,241266,['WP_005934239.1'],,['sugar phosphate isomerase/epimerase'],-1
248,241635,241896,['WP_163397097.1'],,['NINE protein'],1
249,242111,242552,['WP_143405710.1'],,['hypothetical protein'],-1
250,243095,243878,['WP_005934228.1'],,['hypothetical protein'],-1
251,243913,244300,['WP_005934226.1'],,['TIGR04086 family membrane protein'],-1
252,244365,244686,['WP_005934224.1'],['yajC'],['preprotein translocase subunit YajC'],-1
253,244769,245915,['WP_005934221.1'],['tgt'],['tRNA guanosine(34) transglycosylase Tgt'],-1
254,246058,247087,['WP_099357184.1'],['queA'],['tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA'],-1
255,247240,248323,['WP_035394444.1'],['asd'],['aspartate-semialdehyde dehydrogenase'],1
256,248364,249258,['WP_005934211.1'],,['4-hydroxy-tetrahydrodipicolinate synthase'],1
257,249336,250095,['WP_005934209.1'],,['4-hydroxy-tetrahydrodipicolinate reductase'],1
258,250231,251434,['WP_005934207.1'],,['CapA family protein'],1
259,251470,251938,['WP_005934206.1'],,['ACT domain-containing protein'],1
260,252035,253253,['WP_097771118.1'],,['tyrosine--tRNA ligase'],-1
261,253606,255283,['WP_005934201.1'],['recN'],['DNA repair protein RecN'],-1
262,255301,255790,['WP_005934198.1'],,['arginine repressor ArgR'],-1
263,255818,256670,['WP_097771968.1'],,['NAD(+)/NADH kinase'],-1
264,256704,257508,['WP_035394439.1'],,['TlyA family RNA methyltransferase'],-1
265,257504,259382,['WP_005934168.1'],,['1-deoxy-D-xylulose-5-phosphate synthase'],-1
266,259418,259889,['WP_005934165.1'],,['divergent PAP2 family protein'],-1
267,259917,260799,['WP_097771969.1'],,['polyprenyl synthetase family protein'],-1
268,260811,260997,['WP_005933705.1'],['xseB'],['exodeoxyribonuclease VII small subunit'],-1
269,261004,262228,['WP_005933704.1'],['xseA'],['exodeoxyribonuclease VII large subunit'],-1
270,262218,263157,['WP_005933703.1'],,['glycoprotease'],-1
271,263153,263597,['WP_005933702.1'],['nusB'],['transcription antitermination factor NusB'],-1
272,263616,263997,['WP_005933700.1'],,['Asp23/Gls24 family envelope stress response protein'],-1
273,264075,265185,['WP_097771970.1'],,['hypothetical protein'],-1
274,265305,265542,['WP_050762794.1'],,['hypothetical protein'],1
275,265453,266692,['WP_005932880.1'],,['sporulation protein YqfD'],1
276,266728,267106,['WP_005932878.1'],,['sel1 repeat family protein'],-1
277,267107,268019,['WP_005932877.1'],['hslO'],['Hsp33 family molecular chaperone HslO'],-1
278,268011,268773,['WP_005932875.1'],,['methyltransferase domain-containing protein'],-1
279,268776,269388,['WP_005932873.1'],,['YihA family ribosome biogenesis GTP-binding protein'],-1
280,269403,271853,,['lon'],['endopeptidase La'],-1
281,271976,272522,['WP_035394094.1'],,['Gx transporter family protein'],-1
282,272544,274440,['WP_005932868.1'],,['ABC-F family ATP-binding cassette domain-containing protein'],-1
283,274477,275218,['WP_099357185.1'],,['YjjG family noncanonical pyrimidine nucleotidase'],-1
284,275344,275566,['WP_005932862.1'],,['hypothetical protein'],-1
285,275614,277411,['WP_187115633.1'],,['lipase'],-1
286,277470,278151,['WP_005932859.1'],,['HAD hydrolase-like protein'],-1
287,278302,278626,['WP_035394090.1'],,['hypothetical protein'],-1
288,278686,278995,['WP_005932857.1'],,['hypothetical protein'],-1
289,279322,281050,['WP_005932856.1'],,['carbon starvation protein A'],1
290,281141,281687,['WP_005932854.1'],,['GNAT family N-acetyltransferase'],-1
291,281706,282399,['WP_035394239.1'],,['alpha/beta hydrolase'],-1
292,282590,283514,['WP_005932850.1'],,['elongation factor Ts'],-1
293,283568,284288,['WP_035394088.1'],['rpsB'],['30S ribosomal protein S2'],-1
294,284490,286443,['WP_005932847.1'],,['LTA synthase family protein'],-1
295,286577,286871,['WP_035394085.1'],,['YlmC/YmxH family sporulation protein'],-1
296,287006,287621,['WP_005932843.1'],,['HAD family phosphatase'],1
297,287691,287850,['WP_097771984.1'],,['DUF1540 domain-containing protein'],-1
298,287907,288267,['WP_005932839.1'],,['nitrous oxide-stimulated promoter family protein'],-1
299,288551,288968,['WP_035394083.1'],,['flavodoxin'],-1
300,289129,289900,['WP_035394081.1'],,['DUF1624 domain-containing protein'],-1
301,290034,290586,['WP_035394078.1'],,['reverse rubrerythrin-1'],-1
302,290720,292082,['WP_099357187.1'],,['uracil-xanthine permease'],-1
303,292387,293515,['WP_005932828.1'],,['cysteine desulfurase'],1
304,293533,294388,['WP_005932827.1'],,['tRNA 2-thiocytidine(32) synthetase TtcA'],1
305,294747,296265,['WP_005932825.1'],,['nicotinate phosphoribosyltransferase'],-1
306,296533,298048,['WP_005932823.1'],,['IMP dehydrogenase'],-1
307,298552,299272,['WP_035394076.1'],,['acyl-ACP thioesterase'],-1
308,299351,300584,['WP_005932819.1'],,['spermidine/putrescine ABC transporter substrate-binding protein'],-1
309,300580,301429,['WP_099357188.1'],,['ABC transporter permease'],-1
310,301428,302244,['WP_035394235.1'],,['ABC transporter permease'],-1
311,302254,303301,['WP_005932816.1'],,['ABC transporter ATP-binding protein'],-1
312,303559,304522,['WP_005932814.1'],,['DUF4340 domain-containing protein'],-1
313,304532,305978,['WP_005932812.1'],,['GldG family protein'],-1
314,305993,306866,['WP_005932810.1'],,['ABC transporter permease'],-1
315,306952,307606,,,['ABC transporter ATP-binding protein'],-1
316,307786,307987,['WP_005926533.1'],['rpmE'],['50S ribosomal protein L31'],-1
317,308454,309594,['WP_005932804.1'],,['AI-2E family transporter'],1
318,309743,310916,['WP_005932802.1'],,['MFS transporter'],-1
319,311028,311508,['WP_035394072.1'],,['NUDIX domain-containing protein'],-1
320,311654,311807,['WP_156065703.1'],,['hypothetical protein'],-1
321,311824,312442,,,['hypothetical protein'],-1
322,312515,312698,['WP_035394070.1'],,['site-specific integrase'],-1
323,312876,313635,['WP_005932794.1'],['spo0A'],['sporulation transcription factor Spo0A'],-1
324,313770,314994,['WP_035394068.1'],['spoIVB'],['SpoIVB peptidase'],-1
325,315592,316441,['WP_099357189.1'],,['polysaccharide deacetylase'],1
326,316400,317171,['WP_099357190.1'],,['MerR family transcriptional regulator'],-1
327,317295,318696,['WP_005932785.1'],,['aminopeptidase'],-1
328,318778,319342,['WP_005932783.1'],,['lytic transglycosylase domain-containing protein'],-1
329,319338,319968,['WP_005932782.1'],,['dephospho-CoA kinase'],-1
330,319964,320999,['WP_097772201.1'],,['threonylcarbamoyl-AMP synthase'],-1
331,321075,322167,['WP_035394063.1'],['prfA'],['peptide chain release factor 1'],-1
332,322198,322390,['WP_005932779.1'],,['DUF951 domain-containing protein'],-1
333,322586,323522,['WP_005932778.1'],,['30S ribosomal protein S1'],1
334,323614,324157,['WP_005932777.1'],,['DUF4364 family protein'],1
335,324196,325012,['WP_005932776.1'],,['EF2563 family selenium-dependent molybdenum hydroxylase system protein'],-1
336,325015,326047,['WP_099357191.1'],,['XdhC family protein'],-1
337,326065,326296,['WP_005932773.1'],,['DUF3343 domain-containing protein'],-1
338,326299,327433,['WP_099357192.1'],,['aminotransferase class V-fold PLP-dependent enzyme'],-1
339,327429,328062,['WP_035394061.1'],['yedF'],['sulfurtransferase-like selenium metabolism protein YedF'],-1
340,328076,329114,['WP_035394059.1'],['selD'],"['selenide, water dikinase SelD']",-1
341,329115,329820,['WP_005932762.1'],['yqeC'],['putative selenium-dependent hydroxylase accessory protein YqeC'],-1
342,329819,332108,['WP_005932761.1'],,['molybdopterin-dependent oxidoreductase'],-1
343,332104,332578,['WP_005932760.1'],,['2Fe-2S iron-sulfur cluster binding domain-containing protein'],-1
344,332584,333370,['WP_099357193.1'],,['FAD binding domain-containing protein'],-1
345,333479,334142,['WP_035394055.1'],,['nucleotidyltransferase family protein'],1
346,334209,335610,['WP_005932756.1'],,['purine permease'],-1
347,335771,337298,['WP_099357194.1'],,['DUF3794 domain-containing protein'],-1
348,337455,338550,['WP_005932752.1'],,['electron transfer flavoprotein subunit alpha/FixB family protein'],-1
349,338571,339366,['WP_005932750.1'],,['electron transfer flavoprotein subunit beta/FixA family protein'],-1
350,339383,340553,['WP_005932748.1'],,['acyl-CoA dehydrogenase'],-1
351,340672,341545,['WP_005932746.1'],,['3-hydroxybutyryl-CoA dehydrogenase'],-1
352,341584,342370,['WP_005932744.1'],,['enoyl-CoA hydratase/isomerase family protein'],-1
353,342486,343701,['WP_005932742.1'],,['acetyl-CoA C-acetyltransferase'],-1
354,343789,344293,['WP_005932740.1'],['coaD'],['pantetheine-phosphate adenylyltransferase'],-1
355,344667,346014,['WP_005932736.1'],,['butyryl-CoA:acetate CoA-transferase'],1
356,346065,347277,['WP_005932735.1'],,['AI-2E family transporter'],1
357,347486,348911,['WP_035394052.1'],,['radical SAM protein'],-1
358,348983,350759,['WP_035394050.1'],,['oleate hydratase'],-1
359,350907,351489,['WP_035394230.1'],,['TetR/AcrR family transcriptional regulator C-terminal domain-containing protein'],-1
360,351797,352604,['WP_005932729.1'],['proC'],['pyrroline-5-carboxylate reductase'],1
361,352608,353385,['WP_005932727.1'],['proB'],['glutamate 5-kinase'],1
