,Start,End,Protein_ID,Gene,Product,Strand
29,37128,38127,['WP_013582297.1'],,['LacI family DNA-binding transcriptional regulator'],1
30,38335,39991,['WP_007054562.1'],,['putative DNA binding domain-containing protein'],1
31,40157,40388,,,['phosphoenolpyruvate carboxylase'],-1
32,40482,41875,,,['hypothetical protein'],-1
33,42312,42609,['WP_126623106.1'],,['hypothetical protein'],-1
34,42724,43795,['WP_007054557.1'],,['hypothetical protein'],-1
35,44302,44809,['WP_157821773.1'],,['hypothetical protein'],1
36,45133,47530,['WP_008783074.1'],,['DUF1906 domain-containing protein'],1
37,47629,47947,['WP_138267181.1'],,['hypothetical protein'],-1
38,48294,49128,['WP_007051730.1'],,['hypothetical protein'],1
39,49198,49834,['WP_007054553.1'],,['hypothetical protein'],-1
40,49978,52732,['WP_013582301.1'],,['phosphoenolpyruvate carboxylase'],-1
41,53017,54898,['WP_008783076.1'],,['threonine/serine exporter family protein'],1
42,55130,56771,['WP_007054550.1'],,['sodium/proline symporter'],1
43,57100,58087,['WP_007058012.1'],,['hypothetical protein'],-1
44,58340,59960,['WP_013582302.1'],,['amidohydrolase family protein'],1
45,60137,61229,['WP_003827911.1'],['trpS'],['tryptophan--tRNA ligase'],-1
46,61362,61752,['WP_007054547.1'],,['DUF3073 domain-containing protein'],1
47,61857,62277,['WP_007051722.1'],,['hypothetical protein'],-1
48,62484,64932,['WP_007051721.1'],,['glycogen/starch/alpha-glucan phosphorylase'],1
49,65145,65364,['WP_007054546.1'],,['hypothetical protein'],-1
50,65459,66314,['WP_007058477.1'],,['rhomboid family intramembrane serine protease'],1
51,66947,67424,['WP_007051717.1'],['crgA'],['cell division protein CrgA'],-1
52,67507,68308,['WP_007051716.1'],,['DUF881 domain-containing protein'],1
53,68304,69543,['WP_012472056.1'],,['class E sortase'],1
54,69593,70238,['WP_007055904.1'],,['glutamine amidotransferase'],1
55,70461,72534,['WP_032740561.1'],['pknB'],['Stk1 family PASTA domain-containing Ser/Thr kinase'],-1
56,72530,73481,['WP_007051712.1'],,['serine/threonine protein kinase'],-1
57,73477,74944,['WP_013582303.1'],,['serine hydrolase'],-1
58,74940,76500,['WP_013582304.1'],,['FtsW/RodA/SpoVE family cell cycle protein'],-1
59,76496,78191,['WP_007051709.1'],,['protein phosphatase 2C domain-containing protein'],-1
60,78195,78726,['WP_007051708.1'],,['FHA domain-containing protein'],-1
61,78755,79457,['WP_007051707.1'],,['DUF3662 domain-containing protein'],-1
62,79641,82086,['WP_013582305.1'],,['prolyl oligopeptidase family serine peptidase'],-1
63,82204,83296,['WP_011068564.1'],,['alpha/beta fold hydrolase'],1
64,83438,84527,['WP_015713203.1'],,['VWA domain-containing protein'],1
65,84526,85246,['WP_013582307.1'],,['hypothetical protein'],1
66,85257,85443,['WP_173361535.1'],,['hypothetical protein'],-1
67,85757,85952,['WP_012472055.1'],,['hypothetical protein'],-1
68,86167,87022,['WP_013582308.1'],,['toxic anion resistance protein'],1
69,87402,87906,['WP_007055906.1'],,['Hsp20/alpha crystallin family protein'],1
70,88232,89189,['WP_007055929.1'],['yddG'],['aromatic amino acid DMT transporter YddG'],1
71,89356,89590,['WP_007055928.1'],,['hypothetical protein'],-1
72,90044,91427,['WP_032740565.1'],,['prolyl oligopeptidase family serine peptidase'],1
73,91423,93997,['WP_013582310.1'],,['DUF2156 domain-containing protein'],1
74,94533,95508,['WP_007055903.1'],['msrB'],['peptide-methionine (R)-S-oxide reductase MsrB'],1
75,95504,95597,,,['flavin-nucleotide-binding protein'],1
76,95795,99002,['WP_007055924.1'],,['DEAD/DEAH box helicase'],-1
77,99074,99488,['WP_007055916.1'],,['(deoxy)nucleoside triphosphate pyrophosphohydrolase'],-1
78,100550,100883,['WP_007051681.1'],,['putative heavy metal-binding protein'],1
79,100964,101429,['WP_010081395.1'],,['GNAT family N-acetyltransferase'],1
80,101509,102367,['WP_012472051.1'],,['hemolysin III family protein'],-1
81,102470,102707,['WP_013582311.1'],,['hypothetical protein'],-1
82,103613,104927,['WP_013582312.1'],['tgt'],['tRNA guanosine(34) transglycosylase Tgt'],-1
83,105343,107380,['WP_032740570.1'],,['trypsin-like peptidase domain-containing protein'],1
84,107791,109912,['WP_013582314.1'],,['heavy metal translocating P-type ATPase'],1
85,110088,111138,['WP_007056828.1'],,['LacI family DNA-binding transcriptional regulator'],1
86,111143,111404,['WP_007056852.1'],,['twin-arginine translocase TatA/TatE family subunit'],-1
87,111405,112437,['WP_032740572.1'],['tatC'],['twin-arginine translocase subunit TatC'],-1
88,112484,112775,['WP_013410461.1'],,['twin-arginine translocase TatA/TatE family subunit'],-1
89,113454,115857,['WP_013410459.1'],,['glycoside hydrolase family 127 protein'],1
90,115946,118427,['WP_013582316.1'],,['Ig-like domain-containing protein'],1
91,118816,119617,['WP_013582317.1'],,['DUF4143 domain-containing protein'],-1
92,119747,121199,['WP_015713215.1'],,['FAD-dependent oxidoreductase'],1
93,121373,122312,['WP_007055925.1'],['htpX'],['zinc metalloprotease HtpX'],1
94,122522,123590,['WP_013582319.1'],['fbaA'],['class II fructose-bisphosphate aldolase'],-1
95,123805,125092,['WP_013582320.1'],,['adenylosuccinate synthase'],1
96,125115,126699,['WP_007051667.1'],,['ClC family H(+)/Cl(-) exchange transporter'],1
97,126885,127980,['WP_032685028.1'],,['CrcB family protein'],1
98,127979,128375,['WP_007051665.1'],,['CrcB family protein'],1
99,128649,129735,['WP_007051663.1'],,['LacI family DNA-binding transcriptional regulator'],1
100,129943,131728,['WP_013582322.1'],,['KUP/HAK/KT family potassium transporter'],1
101,132144,133692,['WP_010081386.1'],,['alpha-L-arabinofuranosidase'],1
102,133863,134898,['WP_007051660.1'],,['LacI family DNA-binding transcriptional regulator'],1
103,134983,135991,['WP_007051659.1'],,['hypothetical protein'],-1
104,136028,137246,,,['IS3-like element ISBlo11 family transposase'],-1
105,137246,137366,,,['IS256 family transposase'],-1
106,137700,139227,['WP_013582324.1'],,['sucrose phosphorylase'],1
107,139444,141082,['WP_013582325.1'],,['MFS transporter'],1
108,141145,142189,['WP_013582326.1'],,['LacI family DNA-binding transcriptional regulator'],1
109,142816,144184,['WP_013582327.1'],,['MHS family MFS transporter'],1
110,144377,145430,['WP_012576581.1'],['ilvC'],['ketol-acid reductoisomerase'],1
111,145858,146911,['WP_007051650.1'],['ilvC'],['ketol-acid reductoisomerase'],1
112,147092,148907,['WP_013582328.1'],,['glycoside hydrolase family 13 protein'],-1
113,149066,150101,['WP_013582329.1'],,['LacI family DNA-binding transcriptional regulator'],-1
114,150233,152471,['WP_013582330.1'],['malQ'],['4-alpha-glucanotransferase'],-1
115,152731,153013,['WP_007055544.1'],,['hypothetical protein'],-1
116,153057,153714,['WP_008783499.1'],,['hypothetical protein'],1
117,153725,154736,['WP_007051644.1'],,['LacI family DNA-binding transcriptional regulator'],-1
118,155005,155722,['WP_007051643.1'],,['ABC transporter permease subunit'],1
119,155833,158371,['WP_013582331.1'],,['glycoside hydrolase family 31 protein'],1
120,158705,158984,['WP_007057599.1'],,['ATP-binding protein'],-1
121,159352,161233,['WP_007051640.1'],['dnaK'],['molecular chaperone DnaK'],1
122,161232,161889,['WP_007055523.1'],['grpE'],['nucleotide exchange factor GrpE'],1
123,161980,163000,['WP_007051638.1'],,['DnaJ domain-containing protein'],1
124,163014,163602,['WP_007054672.1'],,['helix-turn-helix transcriptional regulator'],1
125,163874,165227,['WP_007054673.1'],,['purine/pyrimidine permease'],1
126,165263,166385,['WP_007051635.1'],,['coenzyme F390 synthetase'],1
127,166371,167871,['WP_007057589.1'],,['acyl-CoA reductase'],1
128,167957,168728,['WP_007051633.1'],,['SDR family oxidoreductase'],1
129,168840,169512,['WP_007051632.1'],,['HAD family hydrolase'],1
130,169662,170388,['WP_007051631.1'],,['DedA family protein'],1
131,170610,171561,['WP_007051630.1'],,['P-loop NTPase'],1
132,171567,172635,['WP_007051629.1'],['tadA'],['Flp pilus assembly complex ATPase component TadA'],1
133,172634,173291,['WP_007054679.1'],['tadB'],['Flp pilus assembly protein TadB'],1
134,173287,173890,['WP_032740573.1'],['tadC'],['Flp pilus assembly protein TadC'],1
135,174174,174462,['WP_007051627.1'],,['DUF4244 domain-containing protein'],1
136,174467,174845,['WP_007051626.1'],,['pilus assembly protein'],1
137,174894,175272,['WP_013410434.1'],,['flp pilus-assembly TadE/G-like family protein'],1
138,175320,176451,['WP_007051624.1'],,['hypothetical protein'],1
139,176648,177248,['WP_013582333.1'],,['TetR/AcrR family transcriptional regulator'],-1
140,177442,180355,['WP_013582334.1'],,['DNA polymerase III subunit gamma and tau'],1
141,180380,180983,['WP_007051621.1'],['recR'],['recombination protein RecR'],1
142,180979,182113,['WP_007054686.1'],,['class C sortase'],-1
143,182476,182773,['WP_162094056.1'],,['hypothetical protein'],1
144,183000,184284,['WP_007054687.1'],,['ATP-binding protein'],1
145,184644,185409,['WP_007051616.1'],,['aspartate kinase'],1
146,185464,186031,['WP_007051615.1'],,['ACT domain-containing protein'],1
147,186112,187207,['WP_007051614.1'],['asd'],['aspartate-semialdehyde dehydrogenase'],-1
148,187374,187995,['WP_007051613.1'],,['hypothetical protein'],1
149,188068,188239,['WP_007051612.1'],,['hypothetical protein'],1
150,188329,189796,['WP_007055558.1'],,['metallophosphoesterase family protein'],1
151,189916,190094,,,['transposase'],-1
152,190287,192204,['WP_013582336.1'],['leuA'],['2-isopropylmalate synthase'],1
153,192275,194459,['WP_007057597.1'],,['penicillin-binding protein'],-1
154,195057,196209,['WP_007055559.1'],,['phosphatase PAP2 family protein'],1
155,196332,199419,['WP_013582338.1'],['topA'],['type I DNA topoisomerase'],1
156,199696,200317,['WP_007055528.1'],['tmk'],['dTMP kinase'],1
157,200313,201465,['WP_007051603.1'],,"[""DNA polymerase III subunit delta'""]",1
158,201583,202138,['WP_007057741.1'],,['YbhB/YbcL family Raf kinase inhibitor-like protein'],1
159,202280,203882,['WP_007051601.1'],,['C69 family dipeptidase'],1
160,204013,205531,['WP_007055561.1'],,['formate--tetrahydrofolate ligase'],1
161,205834,206182,['WP_013582339.1'],,['hypothetical protein'],-1
162,206383,206920,['WP_007051598.1'],,['GtrA family protein'],1
163,206967,208413,['WP_007054697.1'],,['MFS transporter'],-1
164,208674,209334,['WP_007051596.1'],,['histidine phosphatase family protein'],1
165,209431,210385,['WP_007054699.1'],,['hypothetical protein'],1
166,210463,211381,['WP_007055536.1'],,['D-hexose-6-phosphate mutarotase'],1
167,211498,212680,['WP_013582340.1'],,['DUF805 domain-containing protein'],-1
168,213237,214758,['WP_007051591.1'],,['glutamate--tRNA ligase'],1
169,215687,216176,['WP_007051589.1'],,['hypothetical protein'],1
170,216572,222473,['WP_013582342.1'],,['FIVAR domain-containing protein'],1
171,222626,222767,['WP_007054707.1'],,['hypothetical protein'],-1
172,223097,223613,['WP_032743275.1'],,['IS3 family transposase'],1
173,223612,224467,,,['IS3 family transposase'],1
174,224679,225618,['WP_032740577.1'],,['LysR family transcriptional regulator'],-1
175,225811,226351,['WP_032740579.1'],,['flavodoxin'],1
176,226647,226977,['WP_032682613.1'],,['helix-turn-helix transcriptional regulator'],-1
177,227174,227816,['WP_007056316.1'],,['NAD(P)H-binding protein'],1
178,228947,230741,['WP_007054709.1'],,['FTR1 family protein'],1
179,230914,231598,['WP_007051584.1'],,['iron transporter'],1
180,231747,233025,['WP_007054710.1'],,['DUF2318 domain-containing protein'],1
181,233046,234351,['WP_007051582.1'],,['ABC transporter permease'],1
182,234384,235608,['WP_013582348.1'],,['ABC transporter permease'],1
183,235623,236421,['WP_007051580.1'],,['ABC transporter ATP-binding protein'],1
184,236536,237100,['WP_007056748.1'],,['FMN-binding protein'],1
185,237105,237705,['WP_007051578.1'],,['TetR/AcrR family transcriptional regulator'],-1
186,237819,239982,['WP_007051577.1'],,['YhgE/Pip domain-containing protein'],-1
187,239978,242609,['WP_007056315.1'],,['YhgE/Pip domain-containing protein'],-1
188,242963,244250,['WP_007056309.1'],,['putative ABC transporter permease'],1
189,244428,245883,['WP_007051573.1'],['gndA'],['NADP-dependent phosphogluconate dehydrogenase'],1
190,246186,247029,['WP_007056307.1'],,['6-phosphogluconolactonase'],-1
191,247255,248281,['WP_013582349.1'],,['glucose-6-phosphate dehydrogenase assembly protein OpcA'],-1
192,248277,249816,['WP_007056756.1'],,['glucose-6-phosphate dehydrogenase'],-1
193,250139,251774,['WP_007054723.1'],,['C69 family dipeptidase'],1
194,251847,252882,['WP_007056302.1'],,['glycosyltransferase family 2 protein'],-1
195,252905,253727,['WP_007054725.1'],,['TetR/AcrR family transcriptional regulator'],-1
196,253834,255112,['WP_007056312.1'],['ftsY'],['signal recognition particle-docking protein FtsY'],1
197,255479,256775,['WP_003828095.1'],,['ammonium transporter'],1
198,256776,257115,['WP_007051565.1'],,['P-II family nitrogen regulator'],1
199,257223,259050,['WP_007058100.1'],,['nucleotidyltransferase domain-containing protein'],1
200,259083,260529,['WP_007051563.1'],,['MATE family efflux transporter'],-1
201,260734,262264,['WP_007054729.1'],['dnaB'],['replicative DNA helicase'],1
202,262263,263736,['WP_013410406.1'],,['Mur ligase family protein'],1
203,263840,264593,['WP_013582350.1'],,['glutamine amidotransferase'],1
204,264741,265029,['WP_007054731.1'],,['phasin family protein'],1
205,265025,266846,['WP_007051558.1'],,['AarF/ABC1/UbiB kinase family protein'],1
206,266860,267883,['WP_007054733.1'],,['LacI family DNA-binding transcriptional regulator'],-1
207,268368,269694,['WP_007051556.1'],,['sugar ABC transporter substrate-binding protein'],1
208,269981,270908,['WP_007054735.1'],,['sugar ABC transporter permease'],1
209,270928,271747,['WP_007051554.1'],,['carbohydrate ABC transporter permease'],1
210,271749,273726,['WP_013582351.1'],['hypBA1'],['beta-L-arabinofuranosidase'],1
211,274424,280256,['WP_013582352.1'],,['beta-L-arabinobiosidase'],1
212,280360,284077,['WP_013582353.1'],,['family 43 glycosylhydrolase'],1
213,284207,285041,['WP_013582354.1'],,['YggS family pyridoxal phosphate-dependent enzyme'],1
214,285116,286130,['WP_007056506.1'],,['ribose-phosphate diphosphokinase'],-1
215,286251,286734,['WP_007051547.1'],,['hypothetical protein'],-1
216,286898,287189,['WP_003828111.1'],['rpsF'],['30S ribosomal protein S6'],1
217,287245,287902,['WP_007057715.1'],,['single-stranded DNA-binding protein'],1
218,287962,288211,['WP_007051545.1'],,['30S ribosomal protein S18'],1
219,288230,288677,['WP_007051544.1'],['rplI'],['50S ribosomal protein L9'],1
220,289063,289324,['WP_007051543.1'],,['HPr family phosphocarrier protein'],1
221,289323,291003,['WP_007051542.1'],['ptsP'],['phosphoenolpyruvate--protein phosphotransferase'],1
222,291236,291971,['WP_007051540.1'],,['aquaporin family protein'],1
223,292054,294763,['WP_007051539.1'],,['HAD-IC family P-type ATPase'],-1
224,294874,295156,['WP_007051538.1'],,['metal-sensitive transcriptional regulator'],1
225,295198,296623,['WP_007054746.1'],['rmuC'],['DNA recombination protein RmuC'],1
226,296619,297249,['WP_007051536.1'],,['orotate phosphoribosyltransferase'],1
227,297342,298191,['WP_007051535.1'],,['RNA methyltransferase'],1
228,298357,298657,['WP_011068473.1'],['gatC'],['Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC'],1
229,298660,300202,['WP_007054751.1'],['gatA'],['Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA'],1
230,300227,301727,['WP_007051530.1'],['gatB'],['Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB'],1
231,302022,303087,['WP_007051529.1'],,['GNAT family N-acetyltransferase'],1
232,303097,303412,['WP_003828150.1'],,['DUF2469 domain-containing protein'],1
233,303585,305439,['WP_007054753.1'],,['histidine-type phosphatase'],1
234,305657,307271,['WP_007051527.1'],,['NAD(P)/FAD-dependent oxidoreductase'],1
235,307476,309546,['WP_007056503.1'],['rho'],['transcription termination factor Rho'],1
236,309853,310243,['WP_007051524.1'],,['chorismate mutase'],1
237,310364,312449,['WP_013582355.1'],,['hypothetical protein'],1
238,312674,315410,['WP_007054756.1'],['valS'],['valine--tRNA ligase'],-1
239,315553,317080,['WP_007051521.1'],,['ABC transporter substrate-binding protein'],-1
240,317141,317828,['WP_007051520.1'],['nth'],['endonuclease III'],-1
241,317886,318669,['WP_007054758.1'],,['response regulator transcription factor'],-1
242,318847,319552,['WP_013582356.1'],,['hypothetical protein'],-1
243,319660,320245,['WP_007051517.1'],,['manganese efflux pump'],-1
244,320478,320973,['WP_007054759.1'],,['inorganic diphosphatase'],-1
245,321200,323441,['WP_007054760.1'],,"['alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase']",-1
246,323684,325676,['WP_013582357.1'],,['cell surface protein'],1
247,325641,325923,['WP_013140164.1'],,['hypothetical protein'],-1
248,326283,327318,['WP_007051484.1'],,['homoserine O-succinyltransferase'],1
249,327779,328592,['WP_007051483.1'],['atpB'],['F0F1 ATP synthase subunit A'],1
250,328695,328923,['WP_003831420.1'],['atpE'],['ATP synthase F0 subunit C'],1
251,328979,329498,['WP_007051482.1'],,['F0F1 ATP synthase subunit B'],1
252,329532,330369,['WP_007054765.1'],,['F0F1 ATP synthase subunit delta'],1
253,330444,332076,['WP_007051480.1'],,['F0F1 ATP synthase subunit alpha'],1
254,332079,333003,['WP_007051479.1'],,['F0F1 ATP synthase subunit gamma'],1
255,333011,334484,['WP_007051478.1'],['atpD'],['F0F1 ATP synthase subunit beta'],1
256,334483,334777,['WP_007054766.1'],,['F0F1 ATP synthase subunit epsilon'],1
257,334864,335635,['WP_007051476.1'],['nucS'],['endonuclease NucS'],1
258,335680,336670,['WP_007051475.1'],,['FKBP-type peptidyl-prolyl cis-trans isomerase'],-1
259,336750,337830,['WP_007051474.1'],,['hypothetical protein'],1
260,337829,338837,['WP_007057698.1'],,['hypothetical protein'],1
261,339083,340058,['WP_032740584.1'],,['tetratricopeptide repeat protein'],1
262,340140,340767,['WP_007054770.1'],,['CYTH domain-containing protein'],-1
263,341315,341705,['WP_007054771.1'],,['Rid family detoxifying hydrolase'],1
264,341887,342805,['WP_010081634.1'],,['1-acyl-sn-glycerol-3-phosphate acyltransferase'],1
265,342898,343900,['WP_007051468.1'],,['NAD(P)-dependent glycerol-3-phosphate dehydrogenase'],1
266,344086,345274,['WP_007055652.1'],,['D-alanine--D-alanine ligase'],1
267,345526,346693,['WP_007051466.1'],,['ABC transporter substrate-binding protein'],1
268,346704,347655,['WP_007055662.1'],,['ABC transporter permease subunit'],1
269,347651,348506,['WP_007051464.1'],,['ABC transporter permease subunit'],1
270,348510,349788,['WP_007054774.1'],,['ABC transporter ATP-binding protein'],1
271,350091,351135,['WP_007051462.1'],,['CPBP family intramembrane metalloprotease'],1
272,351173,351971,['WP_007051461.1'],,['mechanosensitive ion channel'],-1
273,352051,353485,['WP_007051460.1'],,['aspartate ammonia-lyase'],-1
274,353602,354334,['WP_007051459.1'],,['TetR/AcrR family transcriptional regulator'],-1
275,354424,355831,['WP_007051458.1'],,['DUF2974 domain-containing protein'],-1
276,356152,356704,['WP_007051457.1'],,['methylated-DNA--[protein]-cysteine S-methyltransferase'],-1
277,357465,358362,['WP_007051456.1'],,['helix-turn-helix transcriptional regulator'],1
278,359693,360710,['WP_007051454.1'],,['sugar kinase'],-1
279,361127,361322,['WP_007051452.1'],,['50S ribosomal protein L28'],1
280,361433,364265,['WP_007055660.1'],,['ATP-dependent DNA helicase RecG'],1
281,364491,365103,['WP_013582362.1'],['rsmD'],['16S rRNA (guanine(966)-N(2))-methyltransferase RsmD'],1
282,365126,365942,['WP_007054789.1'],['trmD'],['tRNA (guanosine(37)-N1)-methyltransferase TrmD'],-1
283,366015,367662,['WP_013582363.1'],,['U32 family peptidase'],1
284,367739,368720,['WP_013582364.1'],,['laccase domain-containing protein'],1
285,368799,369675,['WP_007054792.1'],,['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase'],1
286,369684,370362,['WP_007051445.1'],,['pyroglutamyl-peptidase I'],1
287,370509,372087,['WP_013582365.1'],,['cell division protein'],1
288,372201,373545,['WP_007055726.1'],,['C1 family peptidase'],1
289,373867,374956,['WP_171022676.1'],,['3-deoxy-7-phosphoheptulonate synthase'],1
290,375276,376338,['WP_171845158.1'],,['3-deoxy-7-phosphoheptulonate synthase'],1
291,376459,377173,['WP_013582367.1'],['mtnN'],"[""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase""]",1
292,377423,378755,['WP_007055698.1'],,['two-component sensor histidine kinase'],1
293,378953,379658,['WP_007051437.1'],,['response regulator transcription factor'],1
294,379907,381041,['WP_013582368.1'],['pstS'],['phosphate ABC transporter substrate-binding protein PstS'],1
295,381251,382205,['WP_007055708.1'],['pstC'],['phosphate ABC transporter permease subunit PstC'],1
296,382204,383203,['WP_008782854.1'],['pstA'],['phosphate ABC transporter permease PstA'],1
297,383255,384035,['WP_013582369.1'],,['phosphate ABC transporter ATP-binding protein'],1
298,384331,384910,['WP_007054801.1'],,['LemA family protein'],1
299,384973,387232,['WP_013582370.1'],,['DUF2207 domain-containing protein'],1
300,387297,388161,['WP_007051430.1'],,['aldo/keto reductase'],1
301,388258,389311,['WP_013582371.1'],,['nucleoside hydrolase'],1
302,389433,390057,['WP_007054805.1'],['rimM'],['ribosome maturation factor RimM'],-1
303,390079,390313,['WP_007051427.1'],,['RNA-binding protein'],-1
304,390333,390795,['WP_007054806.1'],['rpsP'],['30S ribosomal protein S16'],-1
305,391027,392137,['WP_007054807.1'],,['endonuclease/exonuclease/phosphatase family protein'],-1
306,392213,393866,['WP_022527326.1'],['ffh'],['signal recognition particle protein'],-1
307,394170,395079,['WP_007055692.1'],,['cation transporter'],1
308,395097,396747,['WP_007054809.1'],,['cysteine--tRNA ligase'],-1
309,396965,397694,['WP_007054810.1'],,['type 1 glutamine amidotransferase'],1
310,397741,400018,['WP_007054811.1'],,['ABC-F family ATP-binding cassette domain-containing protein'],1
311,400070,400490,['WP_007051418.1'],,['type II toxin-antitoxin system VapC family toxin'],-1
312,400499,400778,['WP_007054812.1'],,['Arc family DNA-binding protein'],-1
313,400933,401488,['WP_007054813.1'],['ilvN'],['acetolactate synthase small subunit'],-1
314,401504,403472,['WP_013582372.1'],,['acetolactate synthase large subunit'],-1
315,403632,404361,['WP_007055729.1'],,['ribonuclease III'],-1
316,404508,404703,['WP_007051413.1'],['rpmF'],['50S ribosomal protein L32'],-1
317,404791,405421,['WP_007054816.1'],,['DUF177 domain-containing protein'],-1
318,405509,406400,['WP_007057854.1'],,['cell division protein'],-1
319,406407,406908,['WP_007051410.1'],['coaD'],['pantetheine-phosphate adenylyltransferase'],-1
320,407181,407475,['WP_007055705.1'],,['DUF3039 domain-containing protein'],1
321,407516,408527,['WP_010081165.1'],,['aldo/keto reductase'],-1
322,408700,409129,['WP_007051407.1'],,['MerR family transcriptional regulator'],1
323,409228,409855,['WP_013582373.1'],,['Pr6Pr family membrane protein'],-1
324,410085,411408,['WP_007055715.1'],,['nicotinate phosphoribosyltransferase'],1
325,411702,412467,['WP_007058292.1'],['rph'],['ribonuclease PH'],1
326,412510,413269,['WP_007051401.1'],,['non-canonical purine NTP pyrophosphatase'],1
327,413715,414984,['WP_007051400.1'],,['aminoacyltransferase'],1
328,415057,416368,['WP_007051399.1'],,['aminoacyltransferase'],1
329,416417,417698,['WP_013582374.1'],,['aminoacyltransferase'],1
330,417780,418782,['WP_007054825.1'],,['hypothetical protein'],-1
331,419502,421203,['WP_007057834.1'],['pgi'],['glucose-6-phosphate isomerase'],1
332,421834,422200,['WP_007051394.1'],['rplS'],['50S ribosomal protein L19'],1
333,422366,423224,['WP_007057862.1'],['lepB'],['signal peptidase I'],1
334,423343,424183,['WP_007057855.1'],,['ribonuclease HII'],1
335,424309,425425,['WP_007057860.1'],,['LacI family DNA-binding transcriptional regulator'],1
336,425580,427227,['WP_013582375.1'],,['FGGY-family carbohydrate kinase'],1
337,427311,428004,['WP_007051389.1'],,['L-ribulose-5-phosphate 4-epimerase'],1
338,428235,429753,['WP_007051388.1'],['araA'],['L-arabinose isomerase'],1
339,429936,430653,['WP_007057865.1'],,['gamma-glutamyl-gamma-aminobutyrate hydrolase family protein'],-1
340,430926,432501,['WP_007054834.1'],,['hypothetical protein'],1
341,432649,434017,['WP_007054835.1'],,['ABC transporter permease'],1
342,434013,435237,['WP_007054836.1'],,['ABC transporter permease'],1
343,435249,435885,['WP_007051383.1'],,['ABC transporter ATP-binding protein'],1
344,436066,437890,['WP_013582376.1'],,['long-chain fatty acid--CoA ligase'],-1
345,438046,438164,,,['MFS transporter'],1
346,438398,442250,['WP_013582377.1'],,['ATP-binding cassette domain-containing protein'],1
347,442302,444546,['WP_013582378.1'],,['sugar porter family MFS transporter'],-1
348,444990,447150,['WP_013582379.1'],,['beta-galactosidase'],1
349,447193,448249,['WP_013410360.1'],,['LacI family DNA-binding transcriptional regulator'],1
350,448495,449767,['WP_008783747.1'],,['IS30-like element ISBlo4 family transposase'],1
351,450010,451618,['WP_013582380.1'],,['MFS transporter'],1
352,451974,452298,['WP_007054846.1'],,['glycosyl hydrolase 53 family protein'],1
353,452978,453848,['WP_011068388.1'],,['aldo/keto reductase'],1
354,453851,454595,['WP_013410358.1'],,['HNH endonuclease'],1
355,454598,455969,['WP_013410357.1'],,['ATP-binding protein'],-1
356,456258,457626,['WP_013582381.1'],,['Nramp family divalent metal transporter'],1
357,457725,459315,['WP_013582382.1'],,['multidrug efflux MFS transporter'],-1
358,459624,460896,['WP_008783747.1'],,['IS30-like element ISBlo4 family transposase'],1
